00110001010		AD
00110001001		5053
00110001000		0C89
00110000111		108B
00110000110		B1
00110000101		6174
00110000100		9A
00110000011		00C7
00110000010		65F8
00110000001		89D0
00110000000		5554
00101111111		0089
00101111110		CD
00101111101		45E8
00101111100		7276
00101111011		C059
00101111010		5756
00101111001		9B
00101111000		0889
00101110111		6170
00101110110		6F6D
00101110101		83C8
00101110100		643E
00101110011		0100008B
00101110010		837B
00101110001		EB05
00101110000		85C9
00101101111		6963
00101101110		000000E8
00101101101		45F8
00101101100		8D5D
00101101011		750C
00101101010		45E0
00101101001		0049
00101101000		5A85
00101100111		A5
00101100110		5D08
00101100101		55F0
00101100100		726F
00101100011		8B40
00101100010		FF50
00101100001		F8FF
00101100000		A7
00101011111		83FB
00101011110		4304
00101011101		0F95
00101011100		656C
00101011011		723E
00101011010		C785
00101011001		4349
00101011000		7507
00101010111		4D54
00101010110		FF70
00101010101		8B85
00101010100		0057
00101010011		8D55
00101010010		00000020
00101010001		4D5F
00101010000		6800
00101001111		89F8
00101001110		FFFFFF8B
00101001101		7407
00101001100		6C69
00101001011		0007
00101001010		80FA
00101001001		F0FF
00101001000		C740
00101000111		8995
00101000110		0A00
00101000101		6865
00101000100		45DC
00101000011		??????????????????????????
00101000010		0000000000
00101000001		FDFF83C40C
00101000000		5B5E5F5DC3
00100111111		??????????
00100111110		??????????????????????????????
00100111101		??????????????????????????????
001001111001		00006A
001001111000		00008D
001001110111		350050
001001110110		FFFF58
001001110101		000000000000
001001110100		FFFF89
001001110011		FFFF8D
001001110010		0FB705
001001110001		8B03
001001110000		45F4
001001101111		4508
001001101110		8D7D
001001101101		7420
001001101100		8985
001001101011		148B
001001101010		0708
001001101001		005A
001001101000		6A1F
001001100111		6E61
001001100110		8D4D
001001100101		0000C7
001001100100		0000006A
001001100011		8B45F0
001001100010		8B47
001001100001		6A06
001001100000		FFFFFF00
001001011111		0175
001001011110		0489
001001011101		C355
001001011100		C418
001001011011		0002
001001011010		0056
001001011001		??????
001001011000		0083
001001010111		00000001
001001010110		668B
001001010101		5056
001001010100		000089
001001010011		45D8
001001010010		000050
001001010001		8378
001001010000		ECFF
001001001111		83C3
001001001110		000059
001001001101		8B53
001001001100		F6FF
001001001011		83FE
001001001010		4308
001001001001		0100008D
001001001000		83E1
001001000111		733D
001001000110		5350
001001000101		0052
001001000100		FF68
001001000011		616E
001001000010		0030
001001000001		C420
001001000000		8943
001000111111		008D
001000111110		8D43
001000111101		FF30
001000111100		FEFFFF8B
001000111011		8D83
001000111010		1800
001000111001		1000
001000111000		FFFFFFFFFF
001000110111		C783
001000110110		1489
001000110101		6365
001000110100		FEFFFF00
001000110011		FFB3
001000110010		7570
001000110001		E8FF
001000110000		7413
001000101111		FFFFFF50
001000101110		7269
001000101101		8845
001000101100		7468
001000101011		EB07
001000101010		0010
001000101001		746F
001000101000		1400
001000100111		7461
001000100110		FEFFFF50
001000100101		8B83
001000100100		8B15
001000100011		00000000C7
001000100010		2041
001000100001		0CA1
001000100000		0119
001000011111		048B
001000011110		206C
001000011101		703A
001000011100		8942
001000011011		83F9
001000011010		7400
001000011001		00000083
001000011000		3D22
001000010111		7073
001000010110		FF00
001000010101		0080
001000010100		83BB
001000010011		6683
001000010010		7514
001000010001		7365
001000010000		745F
001000001111		FF0F
001000001110		3032
001000001101		00000080
001000001100		FFC7
001000001011		1889
001000001010		00000068
001000001001		5365
001000001000		8D95
001000000111		??????
001000000110		45D4
001000000101		EBFF
001000000100		FBFF
001000000011		89F2
001000000010		FF33
001000000001		508B
001000000000		E88B
000111111111		7061
000111111110		FFFF59
000111111101		0174
000111111100		00C6
000111111011		5650
000111111010		C9C3
000111111001		0401
000111111000		45FC
000111110111		7065
000111110110		430C
000111110101		5057
000111110100		6D65
000111110011		0101
000111110010		80BD
000111110001		7464
000111110000		5E5F
000111101111		89DA
000111101110		00000050
000111101101		45CC
000111101100		750A
000111101011		740A
000111101010		0189
000111101001		EB02
000111101000		807B
000111100111		837E
000111100110		0275
000111100101		8B45EC
000111100100		895D
000111100011		B885
000111100010		45D0
000111100001		7472
000111100000		6A08
000111011111		740B
000111011110		55E4
000111011101		7573
000111011100		FF74
000111011011		B89E
000111011010		0177
000111011001		6E65
000111011000		6669
000111010111		00E9
000111010110		C700
000111010101		7C07
000111010100		45C8
000111010011		740E
000111010010		52E8
000111010001		55EC
000111010000		0043
000111001111		7509
000111001110		6465
000111001101		7409
000111001100		0801
000111001011		FFFFFF8D
000111001010		8B8D
000111001001		5374
000111001000		6824
000111000111		536A
000111000110		740D
000111000101		7369
000111000100		8D46
000111000011		4510
000111000010		7574
000111000001		6500
000111000000		538B
000110111111		2030
000110111110		7406
000110111101		00000066
000110111100		83C2
000110111011		80F9
000110111010		0450
000110111001		6974
000110111000		EB06
000110110111		088D
000110110110		75EC
000110110101		EC50
000110110100		750B
000110110011		7D0C
000110110010		000000FF
000110110001		8B0D
000110110000		8338
000110101111		7479
000110101110		7D08
000110101101		5589E557
000110101100		0047
000110101011		0008
000110101010		4004
000110101001		FFFFEB
000110101000		8945F0
000110100111		E850
000110100110		FF76
000110100101		8D44
000110100100		4D61
000110100011		E803
000110100010		8B86
000110100001		000000B8
000110100000		5368
000110011111		01000089
000110011110		740C
000110011101		84D2
000110011100		45C4
000110011011		FFEB
000110011010		8D04
000110011001		FF53
000110011000		05B8
000110010111		8B4B
000110010110		0066
000110010101		00000004
000110010100		89C1
000110010011		0044
000110010010		10C7
000110010001		0004
000110010000		00000001000000
000110001111		08C7
000110001110		0274
000110001101		??????????????????
000110001100		2053
000110001011		00000074
000110001010		FFC9
0001100010011		666666666666
0001100010010		8945F4
0001100010001		FFFF6A
0001100010000		000074
0001100001111		FDFFFF
0001100001110		89E557
0001100001101		00005A
0001100001100		FFFFE9
0001100001011		350068
0001100001010		0000E8
0001100001001		000058
0001100001000		FFFF68
0001100000111		??????
0001100000110		0000FF
0001100000101		070000
0001100000100		000068
0001100000011		000031
0001100000010		0000EB
0001100000001		008945
0001100000000		FBFFFF
0001011111111		000066
0001011111110		000004
0001011111101		000053
0001011111100		040000
0001011111011		000001
0001011111010		??????????
0001011111001		0000E9
0001011111000		07006A
0001011110111		000056
0001011110110		7506
0001011110101		506F
0001011110100		0045
0001011110011		53FF
0001011110010		750D
0001011110001		837A
0001011110000		7070
0001011101111		C050
0001011101110		E889
0001011101101		68A4
0001011101100		FCFFFF
0001011101011		2050
0001011101010		8B50
0001011101001		636F
0001011101000		75E4
0001011100111		45EE
0001011100110		6846
0001011100101		008B45
0001011100100		84DB
0001011100011		7411
0001011100010		8B06
0001011100001		EB0E
0001011100000		01D0
0001011011111		6832
0001011011110		450C
0001011011101		7518
0001011011100		FF5B
0001011011011		6A14
0001011011010		EC00
0001011011001		00000000000000000000
0001011011000		01C6
0001011010111		8B42
0001011010110		0CC7
0001011010101		0015
0001011010100		FF57
0001011010011		0001000000
0001011010010		750E
0001011010001		D88B
0001011010000		C0E8
0001011001111		FF77
0001011001110		0804
0001011001101		8855
0001011001100		8D50
0001011001011		E800
0001011001010		6802
0001011001001		4354
0001011001000		45B0
0001011000111		6420
0001011000110		0000000000000000000000
0001011000101		5508
0001011000100		E001
0001011000011		0091
0001011000010		80BB
0001011000001		0403
0001011000000		897D
0001010111111		837F
0001010111110		0301
0001010111101		8D9D
0001010111100		6861
0001010111011		8947
0001010111010		45BC
0001010111001		83E3
0001010111000		55F4
0001010110111		C078
0001010110110		3000
0001010110101		00000000000000000000000000
0001010110100		016A
0001010110011		8946
0001010110010		750F
0001010110001		FF66
0001010110000		89C8
0001010101111		05BA
0001010101110		????????????????????????
0001010101101		742D
0001010101100		203D
0001010101011		8B80
0001010101010		688C
0001010101001		7512
0001010101000		75F0
0001010100111		55B8
0001010100110		456E
0001010100101		3D00
0001010100100		F45B
0001010100011		740F
0001010100010		8DB5
0001010100001		0021
0001010100000		0000008A
0001010011111		8D47
0001010011110		??????????????????????
0001010011101		FFFFFF89
0001010011100		E8A1
0001010011011		5383
0001010011010		2020
0001010011001		6AFF
0001010011000		0475
0001010010111		7562
0001010010110		C074
0001010010101		7402
0001010010100		EB0A
0001010010011		7412
0001010010010		7320
0001010010001		0100000002
0001010010000		7466
0001010001111		45EF
0001010001110		0474
0001010001101		08E8
0001010001100		550C
0001010001011		010000E8
0001010001010		7565
0001010001001		8B1D
0001010001000		5985
0001010000111		00DD
0001010000110		2073
0001010000101		4314
0001010000100		002F
0001010000011		6898
0001010000010		6880
0001010000001		7261
0001010000000		0289
0001001111111		00A1
0001001111110		45B4
0001001111101		55DC
0001001111100		833B
0001001111011		FF5E
0001001111010		??????????????
0001001111001		8B07
0001001111000		741B
0001001110111		89FA
0001001110110		5089
0001001110101		454E
0001001110100		0535
0001001110011		0850
0001001110010		8D75
0001001110001		F031
0001001110000		E8FD
0001001101111		7404
0001001101110		8B00
0001001101101		EB0C
0001001101100		FF34
0001001101011		4310
0001001101010		EB13
0001001101001		45C0
0001001101000		007F
0001001100111		857C
0001001100110		7274
0001001100101		8DBD
0001001100100		8B87
0001001100011		000000A1
0001001100010		75E0
0001001100001		89F1
0001001100000		EB0B
0001001011111		EB03
0001001011110		75DC
0001001011101		E802
0001001011100		4DF0
0001001011011		E8FE
0001001011010		5356
0001001011001		000000F6
0001001011000		EB16
0001001010111		0F00
0001001010110		8983
0001001010101		4DE4
0001001010100		006F
0001001010011		8B9D
0001001010010		0055
0001001010001		8B93
0001001010000		751C
0001001001111		EB12
0001001001110		0188
0001001001101		7D10
0001001001100		05BB
0001001001011		E8D5
0001001001010		89D7
0001001001001		89D1
0001001001000		E88F
0001001000111		80FB
0001001000110		8843
0001001000101		FF5F
0001001000100		FF56
0001001000011		8078
0001001000010		C08B
0001001000001		68C4
0001001000000		898D
0001000111111		8B48
0001000111110		2025
0001000111101		83E6
0001000111100		01C1
0001000111011		FFA1
0001000111010		756E
0001000111001		003C
0001000111000		0150
0001000110111		E8AD
0001000110110		E8CD
0001000110101		5DE9
0001000110100		686F
0001000110011		436F
0001000110010		83C6
0001000110001		8560
0001000110000		7419
0001000101111		1050
0001000101110		0C01
0001000101101		E897
0001000101100		7516
0001000101011		E883
0001000101010		C008
0001000101001		FFE8
0001000101000		2061
0001000100111		EB09
0001000100110		83C40C85
0001000100101		56FF
0001000100100		75E8
0001000100011		000000C6
0001000100010		EB04
0001000100001		89D6
0001000100000		E8A2
0001000011111		7511
0001000011110		E87E
0001000011101		E8ED
0001000011100		4DEC
0001000011011		7572
0001000011010		E8A7
0001000011001		0C8D
0001000011000		55D4
0001000010111		2049
0001000010110		7416
0001000010101		E817
0001000010100		68A0
0001000010011		8803
0001000010010		E8B2
0001000010001		EB0D
0001000010000		FF83
0001000001111		E8AA
0001000001110		55E8
0001000001101		00000056
0001000001100		00000053
0001000001011		010F
0001000001010		E8C5
0001000001001		7415
0001000001000		E857
0001000000111		E89A
0001000000110		E88C
0001000000101		7417
0001000000100		55E0
0001000000011		0019
0001000000010		0176
0001000000001		FF8A
0001000000000		E84A
0000111111111		0048
0000111111110		E8DE
0000111111101		741A
0000111111100		2074
0000111111011		04FF
0000111111010		7414
0000111111001		E871
0000111111000		EB11
0000111110111		030F
0000111110110		7422
0000111110101		0C02
0000111110100		E89F
0000111110011		4361
0000111110010		85FC
0000111110001		E8E1
0000111110000		4318
0000111101111		0C6A
0000111101110		6810
0000111101101		E890
0000111101100		682C
0000111101011		E8B1
0000111101010		E8A6
0000111101001		004E
0000111101000		8950
0000111100111		E891
0000111100110		7410
0000111100101		0018
0000111100100		E8CB
0000111100011		E8BF
0000111100010		E87C
0000111100001		7453
0000111100000		E893
0000111011111		E8AE
0000111011110		C089
0000111011101		431C
0000111011100		B801
0000111011011		E823
0000111011010		E81F
0000111011001		E84B
0000111011000		E86A
0000111010111		FFB0
0000111010110		C0EB
0000111010101		741D
0000111010100		E805
0000111010011		E81A
0000111010010		5DC35589
0000111010001		8A07
0000111010000		EB10
0000111001111		4514
0000111001110		7517
0000111001101		E8DF
0000111001100		E8E3
0000111001011		E88D
0000111001010		E89B
0000111001001		E82B
0000111001000		6835
0000111000111		E801
0000111000110		E89C
0000111000101		E8B9
0000111000100		68B0
0000111000011		E89D
0000111000010		E8CF
0000111000001		E852
0000111000000		8000
0000110111111		45B8
0000110111110		2089
0000110111101		048D
0000110111100		45EA
0000110111011		84C9
0000110111010		E8A5
0000110111001		00C9
0000110111000		E892
0000110110111		7513
0000110110110		741E
0000110110101		45A4
0000110110100		742E
0000110110011		E827
0000110110010		756C
0000110110001		6820
0000110110000		E8FC
0000110101111		E899
0000110101110		E8D7
0000110101101		E839
0000110101100		83FF
0000110101011		E810
0000110101010		6894
0000110101001		00000003
0000110101000		02E8
0000110100111		001E
0000110100110		E8A8
0000110100101		EB08
0000110100100		E882
0000110100011		1066
0000110100010		E83B
0000110100001		2076
0000110100000		E84F
0000110011111		086A
0000110011110		89F9
0000110011101		8534
0000110011100		1001
0000110011011		E821
0000110011010		E8A4
0000110011001		7418
0000110011000		7DEC
0000110010111		E8CA
0000110010110		75C8
0000110010101		0C50
0000110010100		E87F
0000110010011		E8D1
0000110010010		E812
0000110010001		0866
0000110010000		050C
0000110001111		746D
0000110001110		E88A
0000110001101		E8D3
0000110001100		68B4
0000110001011		FFE9
0000110001010		89D3
0000110001001		E8F1
0000110001000		01C3
0000110000111		E819
0000110000110		E80A
0000110000101		7505
0000110000100		E896
0000110000011		05E8
0000110000010		E836
0000110000001		7504
0000110000000		7408
0000101111111		854C
0000101111110		0888
0000101111101		00000075
0000101111100		0389
0000101111011		E81D
0000101111010		75D4
0000101111001		E8F3
0000101111000		45AC
0000101110111		E8BD
0000101110110		01C7
0000101110101		0025
0000101110100		8903
0000101110011		E8B3
0000101110010		E8D4
0000101110001		756D
0000101110000		FF31
0000101101111		0483
0000101101110		E82A
0000101101101		E08B
0000101101100		E811
0000101101011		E8AC
0000101101010		018B
0000101101001		E8BB
0000101101000		E8AF
0000101100111		0081
0000101100110		7435
0000101100101		0005
0000101100100		EC89
0000101100011		E83F
0000101100010		E804
0000101100001		E8F4
0000101100000		83BE
0000101011111		8D53
0000101011110		EB1E
0000101011101		E8E7
0000101011100		046A
0000101011011		E8BA
0000101011010		EC8B
0000101011001		E829
0000101011000		E876
0000101010111		E825
0000101010110		E842
0000101010101		E898
0000101010100		E82D
0000101010011		E000
0000101010010		E8D9
0000101010001		8B56
0000101010000		E856
0000101001111		00E2
0000101001110		45A8
0000101001101		75D8
0000101001100		7425
0000101001011		FF01
0000101001010		E866
0000101001001		741C
0000101001000		0031
0000101000111		4594
0000101000110		55F8
0000101000101		8570
0000101000100		E831
0000101000011		E886
0000101000010		EB0F
0000101000001		04E8
0000101000000		696F
0000100111111		E895
0000100111110		E88E
0000100111101		EB17
0000100111100		83E8
0000100111011		2028
0000100111010		8B13
0000100111001		8902
0000100111000		EB1A
0000100110111		004F
0000100110110		E86B
0000100110101		00BE
0000100110100		E8E8
0000100110011		C075
0000100110010		0063
0000100110001		E808
0000100110000		E84E
0000100101111		E8FB
0000100101110		106A
0000100101101		8906
0000100101100		83C7
0000100101011		83EA
0000100101010		E8D6
0000100101001		05BE
0000100101000		7431
0000100100111		E879
0000100100110		E8F5
0000100100101		0040
0000100100100		85B4
0000100100011		208B
0000100100010		E806
0000100100001		E85B
0000100100000		E853
0000100011111		E8F9
0000100011110		85A8
0000100011101		E87A
0000100011100		E80C
0000100011011		7424
0000100011010		E80E
0000100011001		45A0
0000100011000		83B8
0000100010111		8B7B
0000100010110		0108
0000100010101		E9FF
0000100010100		E838
0000100010011		EB15
0000100010010		45F3
0000100010001		75C4
0000100010000		0076
0000100001111		038B
0000100001110		0508
0000100001101		FFC6
0000100001100		2070
0000100001011		751B
0000100001010		E82C
0000100001001		0375
0000100001000		0065
0000100000111		85D4
0000100000110		E8C1
0000100000101		85DC
0000100000100		F801
0000100000011		E894
0000100000010		0059
0000100000001		????????????????
00001000000001		0CE8
00001000000000		1485
00000111111111		070068
00000111111110		0700E8
00000111111101		FFFFC7
00000111111100		??????
00000111111011		??????
00000111111010		FFFF66
00000111111001		000080
00000111111000		FCFF8D
00000111110111		7569
00000111110110		85B8
00000111110101		5DC355
00000111110100		FFFF31
00000111110011		0000C6
00000111110010		FFFF00
00000111110001		00008A
00000111110000		FCFF83
00000111101111		00000085
00000111101110		00008945
00000111101101		00000F
00000111101100		0000F6
00000111101011		C685
00000111101010		55B9
00000111101001		0000A1
00000111101000		FF88
00000111100111		FFFFFF83
00000111100110		75A4
00000111100101		4D0C
00000111100100		E847
00000111100011		E86F
00000111100010		E84C
00000111100001		E8B4
00000111100000		0088
00000111011111		EB19
00000111011110		000002
00000111011101		6881
00000111011100		EB14
00000111011011		0058
00000111011010		7470
00000111011001		00000031
00000111011000		E83A
00000111010111		004D
00000111010110		E8BE
00000111010101		E809
00000111010100		E8B0
00000111010011		4DE0
00000111010010		83C1
00000111010001		8548
00000111010000		E8C7
00000111001111		E848
00000111001110		0054
00000111001101		6368
00000111001100		6848
00000111001011		E85E
00000111001010		E8C2
00000111001001		E8C9
00000111001000		8564
00000111000111		FDFF83
00000111000110		01EB
00000111000101		E8CC
00000111000100		EB1B
00000111000011		751A
00000111000010		6804
00000111000001		7432
00000111000000		7520
00000110111111		E8F2
00000110111110		75CC
00000110111101		14FF
00000110111100		684C
00000110111011		08FF
00000110111010		E8E2
00000110111001		E846
00000110111000		E8FA
00000110110111		E851
00000110110110		E859
00000110110101		0875
00000110110100		004B
00000110110011		85CC
00000110110010		E832
00000110110001		E807
00000110110000		7519
00000110101111		003B
00000110101110		E85F
00000110101101		E878
00000110101100		E81E
00000110101011		FEFFFF83
00000110101010		FFFFE8
00000110101001		6868
00000110101000		B816
00000110100111		E8DC
00000110100110		7515
00000110100101		020F
00000110100100		0C85
00000110100011		855C
00000110100010		459C
00000110100001		E80F
00000110100000		6874
00000110011111		E862
00000110011110		E849
00000110011101		E8F7
00000110011100		2069
00000110011011		0383
00000110011010		E818
00000110011001		85A4
00000110011000		68DF
00000110010111		C643
00000110010110		6A20
00000110010101		E830
00000110010100		0079
00000110010011		C05A
00000110010010		7429
00000110010001		8910
00000110010000		752B
00000110001111		0550
00000110001110		E8C3
00000110001101		741F
00000110001100		C079
00000110001011		7423
00000110001010		4598
00000110001001		55D8
00000110001000		8574
00000110000111		E8EB
00000110000110		C05B
00000110000101		681C
00000110000100		68FF
00000110000011		751E
00000110000010		053C
00000110000001		7403
00000110000000		108D
00000101111111		68C8
00000101111110		6E20
00000101111101		856C
00000101111100		6858
00000101111011		E80D
00000101111010		E85C
00000101111001		E854
00000101111000		E8C6
00000101110111		8538
00000101110110		E8D2
00000101110101		E833
00000101110100		7426
00000101110011		68FC
00000101110010		E83E
00000101110001		E85A
00000101110000		E81C
00000101101111		E814
00000101101110		0C66
00000101101101		6860
00000101101100		E8B5
00000101101011		7535
00000101101010		E828
00000101101001		05FE
00000101101000		0098
00000101100111		8590
00000101100110		E869
00000101100101		742A
00000101100100		8975
00000101100011		E881
00000101100010		85F4
00000101100001		00C8
00000101100000		0103
00000101011111		8578
00000101011110		040F
00000101011101		C000
00000101011100		005B
00000101011011		4000
00000101011010		FF03
00000101011001		E8F6
00000101011000		8B04
00000101010111		5389
00000101010110		EB1D
00000101010101		85BC
00000101010100		E8D8
00000101010011		75D0
00000101010010		7444
00000101010001		4DE8
00000101010000		8953
00000101001111		10FF
00000101001110		200C
00000101001101		0000000F
00000101001100		E880
00000101001011		E8A0
00000101001010		458C
00000101001001		68C0
00000101001000		F07C
00000101000111		5885
00000101000110		E870
00000101000101		E815
00000101000100		E888
00000101000011		5510
00000101000010		742C
00000101000001		8405
00000101000000		E82E
00000100111111		EB2F
00000100111110		2004
00000100111101		6838
00000100111100		85EC
00000100111011		D0D0
00000100111010		6870
00000100111001		85F0
00000100111000		8907
00000100110111		10E8
00000100110110		0046
00000100110101		EB18
00000100110100		E841
00000100110011		85C4
00000100110010		FF81
00000100110001		0468
00000100110000		E8D0
00000100101111		75BC
00000100101110		0022
00000100101101		E83D
00000100101100		742F
00000100101011		75B4
00000100101010		01000083
00000100101001		E80B
00000100101000		85B0
00000100100111		C08D
00000100100110		7421
00000100100101		6869
00000100100100		E8F0
00000100100011		7443
00000100100010		E858
00000100100001		E8C0
00000100100000		E8DB
00000100011111		7473
